"code";"description"
"CTR4037";"El contrato al que pertenece la transformaci�n no admite correcciones.                                                                                                                          "
"CTR4038";"La transformaci�n no puede corregirse transcurridos 30 d�as naturales desde su inicio.                                                                                                          "
"CTR4039";"La transformaci�n que intenta corregir no existe.                                                                                                                                               "
"CTR4040";"La transformaci�n no admite correcciones por bonificaci�n o subvenci�n.                                                                                                                         "
"CTR4041";"No se ha efectuado ninguna correcci�n a la transformaci�n                                                                                                                                       "
"CTR4042";"No se ha efectuado ninguna correcci�n a la transformaci�n en el per�odo solicitado                                                                                                              "
"CTR6001";"Alta de la transformaci�n realizada.                                                                                                                                                            "
"CTR6002";"La correcci�n de la transformaci�n se ha realizado correctamente.                                                                                                                               "
"CTR6003";"Anulaci�n de la transformaci�n realizada correctamente.                                                                                                                                         "
"CTT0001";"El formato del identificador del trabajador aut�nomo es incorrecto.                                                                                                                             "
"CTT0002";"El formato del identificador del cliente es incorrecto.                                                                                                                                         "
"CTT0003";"El identificador del trabajador aut�nomo no puede ser el mismo que el del cliente. No se acepta la comunicaci�n.                                                                                "
"CTT0004";"La fecha debe ser igual o superior al 5 de marzo de 2009, fecha de entrada en vigor del RD 197/2009.                                                                                            "
"CTT0005";"Han transcurrido m�s de 35 d�as naturales desde que se inici� el contrato.                                                                                                                      "
"CTT0006";"El dato Indicador de Acuerdo de Inter�s Profesional es obligatorio.                                                                                                                             "
"CTT0007";"Valor incorrecto del dato Indicador de Acuerdo de Inter�s Profesional.                                                                                                                          "
"CTT0008";"El dato Acuerdo de Inter�s Profesional es obligatorio.                                                                                                                                          "
"CTT0009";"Valor incorrecto del dato Acuerdo de Inter�s Profesional.                                                                                                                                       "
"CTT0010";"El dato Duraci�n del contrato es obligatorio.                                                                                                                                                   "
"CTT0011";"El dato Objeto/Causa del contrato es obligatorio.                                                                                                                                               "
"CTT0012";"Valor incorrecto del dato Objeto/Causa del contrato.                                                                                                                                            "
"CTT0013";"No existen datos para el identificador del cliente introducido.                                                                                                                                 "
"CTT0014";"El dato Distribuci�n Semanal es obligatorio.                                                                                                                                                    "
"CTT0015";"Valor incorrecto del dato Distribuci�n Semanal.                                                                                                                                                 "
"CTT0016";"El dato Descanso semanal y festivos es obligatorio.                                                                                                                                             "
"CTT0017";"El dato Interrupci�n anual de la actividad es obligatorio.                                                                                                                                      "
"CTT0018";"El dato Identificador del trabajador aut�nomo es obligatorio.                                                                                                                                   "
"CTT0019";"El dato Identificador del Cliente que contrata es obligatorio.                                                                                                                                  "
"CTT0020";"Cumplimente la fecha de t�rmino del contrato s�lo en el caso de seleccionar duraci�n cierta del mismo.                                                                                          "
"CTT0021";"No existen datos para el identificador del cliente introducido. Debe darlo de alta a trav�s de Entidades comunes.                                                                               "
"CTT0022";"No existen datos para el identificador del TAED introducido. No se acepta la comunicaci�n.                                                                                                      "
"CTT0023";"El contrato TAED ha sido comunicado correctamente.                                                                                                                                              "
"CTT0024";"No existen datos para el identificador del Cliente introducido. No se acepta la comunicaci�n.                                                                                                   "
"CTT0025";"El dato Tipo de Cliente es obligatorio.                                                                                                                                                         "
"CTT0026";"Valor incorrecto del dato Tipo de Cliente.                                                                                                                                                      "
"CTT0027";"El dato Identificador del Cliente es incompatible con el Tipo de Cliente seleccionado.                                                                                                          "
"CTT0028";"Los datos introducidos para dar de alta el Cliente no son correctos. No se acepta la comunicaci�n.                                                                                              "
"CTT0029";"Alguno de los datos identificativos del trabajador TAED no han sido cumplimentados. No se acepta la comunicaci�n.                                                                               "
"CTT0030";"Alguno de los datos identificativos del cliente no han sido cumplimentados. No se acepta la comunicaci�n.                                                                                       "
"CTT0031";"El dato Cuenta de Cotizaci�n es incompatible con el tipo de cliente seleccionado. No se acepta la comunicaci�n.                                                                                 "
"CTT0032";"Alguno de los datos obligatorios del contrato TAED no han sido cumplimentados. No se acepta la comunicaci�n.                                                                                    "
"CTT0033";"La edad del Cliente ha de ser superior a 16 a�os.                                                                                                                                               "
"CTT0035";"No existen datos para el identificador de contrato introducido.                                                                                                                                 "
"CTT0036";"Las horas semanales deben ser inferiores a las horas de jornada.                                                                                                                                "
"CTT0037";"El texto excede el tama�o m�ximo permitido de 250 caracteres.                                                                                                                                   "
"GEN0001";"Error de acceso a datos no recuperable.                                                                                                                                                         "
"GEN0002";"Error de acceso a datos recuperable.                                                                                                                                                            "
"GEN0003";"Error, las copias no est�n a nivel.                                                                                                                                                             "
"GEN0004";"Error en par�metros de entrada.                                                                                                                                                                 "
"GEN0005";"No existe el identificador de entidad                                                                                                                                                           "
"GEN0006";"Error de infraestructura no recuperable                                                                                                                                                         "
"GEN0007";"Error de infraestructura recuperable                                                                                                                                                            "
"GEN0008";"Operaci�n no permitida                                                                                                                                                                          "
"GEN0011";"No existe ayuda para el dato                                                                                                                                                                    "
"GEN0012";"Tecla de funcion no activada                                                                                                                                                                    "
"GEN0014";"Usuario no autorizado para realizar la operacion                                                                                                                                                "
"GEN0019";"Dato sin cumplimentar                                                                                                                                                                           "
"GEN0020";"Opcion no implementada                                                                                                                                                                          "
"GEN0021";"No se ha modificado ningun campo                                                                                                                                                                "
"GEN0023";"Dato no modificable                                                                                                                                                                             "
"GEN0024";"Datos incompatibles                                                                                                                                                                             "
"GEN0070";"Aviso: otro usuario intenta realizar el mismo dialogo-esperar-                                                                                                                                  "
"GEN0201";"Primera informacion                                                                                                                                                                             "
"GEN0202";"Ultima informacion                                                                                                                                                                              "
"GEN0203";"Primera pantalla                                                                                                                                                                                "
"GEN0204";"Ultima pantalla                                                                                                                                                                                 "
"GEN0205";"No existen datos                                                                                                                                                                                "
"GEN0206";"Final de informacion                                                                                                                                                                            "
"GEN0211";"Opcion incorrecta                                                                                                                                                                               "
"GEN0212";"Seleccione con X una unica opcion                                                                                                                                                               "
"GEN0241";"Registro en uso                                                                                                                                                                                 "
"GEN0242";"Registro en proceso de actualizacion                                                                                                                                                            "
"GEN0402";"Se produjo error de aplicacion. Transaccion no procesada                                                                                                                                        "
"GEN0403";"Transaccion procesada correctamente                                                                                                                                                             "
"GEN0900";"Consulta realizada                                                                                                                                                                              "
"GEN0901";"Final de datos                                                                                                                                                                                  "
"GEN0902";"Para confirmar pulse pf5. Para anular pulse pf3                                                                                                                                                 "
"GEN0905";"Alta realizada.                                                                                                                                                                                 "
"GEN0906";"Baja realizada.                                                                                                                                                                                 "
"GEN0907";"Modificacion realizada.                                                                                                                                                                         "
"GEN0908";"Inicio de datos                                                                                                                                                                                 "
"GEN0909";"Operacion anulada                                                                                                                                                                               "
"GEN0910";"Operacion realizada                                                                                                                                                                             "
"GEN0911";"Para confirmar pulse PF5, para modificar pulse PF6                                                                                                                                              "
"GEN0998";"Transaccion no activa                                                                                                                                                                           "
"GEN0999";"Aplicacion cerrada                                                                                                                                                                              "
"IDE0001";"EL DEMANDANTE NO ESTA DE ALTA EN LOS       SERVICIOS PUBLICOS DE EMPLEO.                                                                                                                        "
"IDE0101";"NO EXISTEN DATOS DE SU IDENTIFICADOR                                                                                                                                                            "
"IDE0102";"Debido a las caracter�sticas de su demanda, debepasarse por su oficina de empleo para modificar sus datos.                                                                                      "
"IDE0103";"SU DEMANDA DE EMPLEO YA EXISTE                                                                                                                                                                  "
"IDE0104";"SUS DATOS NO PERMITEN LA INSCRIPCI�N. ACUDA     A SU OFICINA DE EMPLEO.                                                                                                                         "
"IDE0105";"NO EXISTEN DATOS DE LA PERSONA F�SICA                                                                                                                                                           "
"IDE0106";"NIF/NIE INCORRECTO                                                                                                                                                                              "
"IDE0107";"DATO INCORRECTO                                                                                                                                                                                 "
"IDE0110";"LA FECHA REAL DEBE ESTAR INFORMADA.                                                                                                                                                             "
"IDE0112";"La fecha de colocaci�n no es correcta                                                                                                                                                           "
"IDE0115";"La situaci�n de su demanda no permite la inscripci�n. Acuda a su oficina de empleo.                                                                                                             "
"IDE0122";"LA SITUACI�N DE LA DEMANDA ES DISTINTA DE BAJA                                                                                                                                                  "
"IDE0123";"La fecha de colocaci�n es anterior a la fecha deinscripci�n de su demanda.                                                                                                                      "
"IDE0124";"PROCESO CORRECTO                                                                                                                                                                                "
"IDE0125";"DEMANDA SUSPENDIDA POR IGUAL CAUSA                                                                                                                                                              "
"IDE0126";"DEMANDA EN SITUACI�N DE BAJA                                                                                                                                                                    "
"IDE0127";"IDENTIFICADOR INCORRECTO                                                                                                                                                                        "
"IDE0128";"FECHA NO V�LIDA                                                                                                                                                                                 "
"IDE0129";"INSCRIPCI�N DE DEMANDA NO PERMITIDA PARA SU COMUNIDAD AUT�NOMA                                                                                                                                  "
"IDE0130";"DOMICILIO NO CORRESPONDE CON SU OFICINA                                                                                                                                                         "
"IDE0131";"LA SITUACION DE LA DEMANDA NO PERMITE LA OBTENCION DEL DOCUMENTO.                                                                                                                               "
"IDE0132";"PROCESO NO PERMITIDO POR BAJA POR ABONO ACUMULADO PRESTACI�N RETORNO A PA�S DE ORIGEN.                                                                                                          "
"IGE0003";"EL AMBITO DE BUSQUEDA NO CORRESPONDE CON LA CCAA DEL USUARIO                                                                                                                                    "
"IGE0004";"NO EXISTEN REGISTROS.MOFDIFIQUE ARGUMENTOS DE   BUSQUEDA DEL SONDEO                                                                                                                             "
"IGE0005";"EXCESO DE REGISTROS.MODIFIQUE ARGUMENTOSDE      BUSQUEDA DEL SONDEO                                                                                                                             "
"IGE0101";"Error en el proceso de actualizaci�n, no se han realizado las modificaciones                                                                                                                    "
"IGE0102";"Error en el proceso, pru�be m�s tarde                                                                                                                                                           "
"IGE0103";"Error interno en los procesos de control estad�stico de la transacci�n. Se han deshecho las operaciones. Int�ntelo m�s tarde.                                                                   "
"IGE0104";"Error en el proceso de actualizaci�n, no se han realizado las modificaciones                                                                                                                    "
"IIF0136";"LA OFERTA NO PERTENECE A LA CCAA DEL USUARIO                                                                                                                                                    "
"IIF0137";"LA UAG NO PERTENECE A LA CCAA DEL USUARIO                                                                                                                                                       "
"IOF0067";"OFERTA NO PERTENECE AL AMBITO DE UAG                                                                                                                                                            "
"IOF0068";"NUMERO PUESTOS AMPLIAR INSUFICIENTE                                                                                                                                                             "
"IOF0069";"PUESTOS A ANULAR > PTOS EN GESTION                                                                                                                                                              "
"IOF0070";"CAMPO NUMERICO                                                                                                                                                                                  "
"IOF0071";"OCUPACION INCORRECTA                                                                                                                                                                            "
"IOF0072";"SI INFORMA FX-OBTIT DEBE INFORMAR TI                                                                                                                                                            "
"IOF0073";"FECHA ILOGICA                                                                                                                                                                                   "
"IOF0074";"DIA FESTIVO                                                                                                                                                                                     "
"IOF0075";"DATO NO REQUERIDO                                                                                                                                                                               "
"IOF0076";"SALARIO HASTA MENOR QUE DESDE                                                                                                                                                                   "
"IOF0077";"debe rellenar la tabla en orden                                                                                                                                                                 "
"IOF0078";"ESPECIALIDAD FORMATIVA NO EXISTE EN TABLA                                                                                                                                                       "
"IOF0079";"SIN IDIOMA NO PUEDE INFORMAR ESTE C.                                                                                                                                                            "
"IOF0080";"SITUACION LABORAL INCORRECTA                                                                                                                                                                    "
"IOF0081";"A�OS EXPERIENCIA O EDAD MIN. INCORR.                                                                                                                                                            "
"IOF0082";"EDAD HASTA MENOR QUE EDAD DESDE                                                                                                                                                                 "
"IOF0083";"PERMISO CONDUCIR/EDAD INCOMPATIBLES                                                                                                                                                             "
"IOF0084";"MUNICIPIO NO CORRESPONDE CON PROVINC                                                                                                                                                            "
"IOF0085";"HORA INCORRECTA                                                                                                                                                                                 "
"IOF0086";"SI INFORMA HASTA,DEBE INFORMAR DESDE                                                                                                                                                            "
"IOF0087";"HORA HASTA MENOR QUE HORA DESDE                                                                                                                                                                 "
"IOF0088";"FECHA ANTERIOR A LA DEL SISTEMA                                                                                                                                                                 "
"IOF0089";"FX DESDE SOLO PUEDE SER 30 DIAS>HOY                                                                                                                                                             "
"IOF0090";"FECHA HASTA MENOR QUE FECHA DESDE                                                                                                                                                               "
"IOF0091";"FX HASTA SOLO PUEDE SER 60 DIAS >DIA                                                                                                                                                            "
"IOF0092";"POSIBLES VALORES: `S` O `N`                                                                                                                                                                     "
"IOF0093";"FECHA < QUE EL REGISTRO DE LA OFERTA                                                                                                                                                            "
"IOF0094";"INTRODUZCA CERTIFICACION O BORRE FX                                                                                                                                                             "
"IOF0095";"ELEMENTO NO VIGENTE EN TABLA                                                                                                                                                                    "
"IOF0096";"EXPERIENCIA/EDAD MINIMA IMCOMPATIBLE                                                                                                                                                            "
"IOF0097";"OBLIGADO `S` SI TELEFONO ESTA INFORM                                                                                                                                                            "
"IOF0101";"Campo obligatorio, introduzca alg�n valor v�lido                                                                                                                                                "
"IOF0102";"Solo se admiten valores num�ricos                                                                                                                                                               "
"IOF0103";"Debe introducir un formato de fecha v�lido                                                                                                                                                      "
"IOF0104";"Las fecha `desde` o de inicio debe ser mayor quela fecha `hasta` o final                                                                                                                        "
"IOF0105";"No se admite un valor inferior a la fecha actual                                                                                                                                                "
"IOF0106";"Error de datos internos de la aplicaci�n o de c�digos incorrectos                                                                                                                               "
"IOF0107";"Error de datos internos de la aplicaci�n o c�digos incorrectos                                                                                                                                  "
"IOF0108";"Error de datos internos de la aplicaci�n                                                                                                                                                        "
"IOF0109";"Error de datos internos                                                                                                                                                                         "
"IOF0110";"Dato introducido incorrecto, corrija el error                                                                                                                                                   "
"IOF0111";"Se ha repetido alguno de los valores, corr�jalo                                                                                                                                                 "
"IOF0112";"La oferta de empleo no existe en la base de datos                                                                                                                                               "
"IOF0113";"Ya existe una oferta de empleo con el mismo c�digo y caracter�sticas en la base de datos                                                                                                        "
"IOF0114";"Datos incorrectos en la comunicaci�n con el ordenador central (Acci�n de llamada)                                                                                                               "
"IOF0115";"Datos incorrectos en la comunicacion (modo de contacto)                                                                                                                                         "
"IOF0116";"La oferta de empleo que se intenta modificar ya est� en situacion de baja o inactiva.                                                                                                           "
"IOF0117";"Error general por datos internos incorrectos                                                                                                                                                    "
"IOF0118";"No hay datos suficientes para realizar busquedas en la base de datos                                                                                                                            "
"IOF0119";"Demasiados datos para la busqueda solicitada, debe restringir los par�metros                                                                                                                    "
"IOF0120";"Valor modificado igual al que ten�a anteriormente                                                                                                                                               "
"IOF0121";"El n�mero m�ximo de candidatos para la oferta debe ser mayor o igual al de los puestos ofertados                                                                                                "
"IOF0122";"La ocupaci�n no contempla el nivel profesional                                                                                                                                                  "
"IOF0123";"El CIF/NIF/NIE y la CUENTA DE COTIZACI�N no se corresponden.                                                                                                                                    "
"IOF0124";"LA OFERTA NO ESTA DIFUNDIDA                                                                                                                                                                     "
"IOF0125";"LA OFERTA YA ESTA DIFUNDIDA                                                                                                                                                                     "
"IOF0126";"LA SITUACION DE LA OFERTA ES INCOMPATIBLE PARA  SU DIFUSION                                                                                                                                     "
"IOF0127";"FECHA INICIO/FIN DIFUSION SIN CONTENIDO                                                                                                                                                         "
"IOF0128";"FECHA FIN DIFUSION ANTERIOR A LA DEL DIA                                                                                                                                                        "
"IOF0129";"TIEPO DIFUSION DE LA OFERTA > 6 MESES                                                                                                                                                           "
"IOF0130";"FECHA LIMITE DIFUSION MENOR QUE FECHA INICIO DIFUSION                                                                                                                                           "
"IOF0131";"CAMBIO DE SITUACION DE OFERTA NO PERMITIDO                                                                                                                                                      "
"IOF0132";"LA UNIDAD DE GESTION NO PUEDE GESTIONAR OTRAS OFICINAS                                                                                                                                          "
"IOF0133";"LA SITUACION DE LA OFERTA NO PERMITE MODIFICACION                                                                                                                                               "
"IOF0134";"FECHA POSTERIOR A LA DEL SISTEMA                                                                                                                                                                "
"IOF0135";"LA FECHA DE CERTIFICACION ES MENOR QUE LA DEL REGISTRO DE LA OFERTA                                                                                                                             "
"IOF0136";"LA OFERTA NO PERTENECE A LA CCAA DEL USUSARIO                                                                                                                                                   "
"IOF0137";"LA UAG NO PERTENECE A LA CCAA DEL USUARIO                                                                                                                                                       "
"ITC0001";"Campa�a no existe.                                                                                                                                                                              "
"ITC0002";"Campa�a no vigente.                                                                                                                                                                             "
"ITC0003";"No hay temporeros disponibles para la campa�a.                                                                                                                                                  "
"ITC0004";"Oferta de trabajo en campa�as no existe.                                                                                                                                                        "
"ITC0005";"Oferta de trabajo en campa�as en proceso.                                                                                                                                                       "
"ITC0006";"Clave de la campa�a ya existe.                                                                                                                                                                  "
"ITC0007";"Datos de la campa�a incorrectos.                                                                                                                                                                "
"ITC0008";"Faltan datos obligatorios de la oferta de trabajo.                                                                                                                                              "
"ITT0001";"Ya existe el trabajador temporero en alta.                                                                                                                                                      "
"ITT0002";"No existe el trabajador temporero.                                                                                                                                                              "
"ITT0003";"Faltan datos obligatorios del temporero.                                                                                                                                                        "
"ITT0004";"Datos personales del temporero incorrectos                                                                                                                                                      "
"ITT0005";"Error en el permiso de trabajo o nacionalidad.                                                                                                                                                  "
"ITT0006";"Error en las campa�as solicitadas por el temporero.                                                                                                                                             "
"ITT0007";"Causa de baja incorrecta.                                                                                                                                                                       "
"ITT0008";"Ya existe la relaci�n temporero / oferta                                                                                                                                                        "
"ITT0009";"No existe la relaci�n temporero / oferta.                                                                                                                                                       "
"ITT0010";"Situaci�n temporero / campa�a incorrecta.                                                                                                                                                       "
"ITT0011";"Temporero en situaci�n distinta de alta.                                                                                                                                                        "
"NCC0001";"No existen datos para el identificador de Cuenta de cotizaci�n/Empleador solicitado                                                                                                             "
"NCC0002";"Activaci�n para Cuenta de cotizaci�n/Empleador ya activo                                                                                                                                        "
"NCC0003";"Desactivaci�n para Cuenta de cotizaci�n/Empleador no activo                                                                                                                                     "
"NCC0004";"Cuenta de cotizaci�n/Empleador ya existe y no est� activo                                                                                                                                       "
"NCC0005";"Cuenta de cotizaci�n/Empleador ya existe y s� est� activo                                                                                                                                       "
"NCC0006";"Cuenta de cotizaci�n/Empleador ya existe y est� activo para otra CA                                                                                                                             "
"NCC0007";"Existen servicios para Cuenta de cotizaci�n/Empleador                                                                                                                                           "
"NCC0008";"Identificador nuevo de Cuenta de cotizaci�n/Empleador ya existe                                                                                                                                 "
"NCC0009";"Datos de Cuenta de cotizaci�n/Empleador contrastados e ignorar contraste = NO                                                                                                                   "
"NCC0010";"El Identificador de la Cuenta de Cotizaci�n es incorrecto o desconocido. No se acepta la comunicaci�n.                                                                                          "
"NCC0011";"El identificador de la empresa es incorrecto o desconocido. No se acepta la comunicaci�n.                                                                                                       "
"NCC0012";"La Cuenta de Cotizaci�n no est� asociada al CIF/NIF de la empresa. No se acepta la comunicaci�n.                                                                                                "
"NCC0013";"Error en ignorar contraste de datos de Cuenta de cotizaci�n/Empleador                                                                                                                           "
"NCC0014";"Alta de Cuenta de cotizaci�n/Empleador no permitida                                                                                                                                             "
"NCC0015";"Tipo de via p�blica: Dato obligatorio no cumplimentado                                                                                                                                          "
